DESCRICAO;CUL;DRO;EDU;EMP;ESP;HAB;INF;MAM;MOB;SEG;SAU;SOC;
XXVII;0;0;0;0;0;0;0;0;0;0;0;0
XXX;0;0;0;0;0;0;0;0;0;0;0;0
ESTIMA;0;0;0;0;0;0;0;0;0;0;0;0
RECEITA;0;0;0;0;0;0;0;0;0;0;0;0
FIXA;0;0;0;0;0;0;0;0;0;0;0;0
DESPESA;0;0;0;0;0;0;0;0;0;0;0;0
ECONOMICO-FINANCEIRO;0;0;0;0;0;0;0;0;0;0;0;0
UNICO;0;0;0;0;0;0;0;0;0;0;0;0
ARTS;0;0;0;0;0;0;0;0;0;0;0;0
TODOS;0;0;0;0;0;0;0;0;0;0;0;0
GRUPO;0;0;0;0;0;0;0;0;0;0;0;0
ESM;0;0;0;0;0;0;0;0;0;0;0;0
ESPECIALIDADE;0;0;0;0;0;0;0;0;0;0;0;0
MEDICA;0;0;0;0;0;0;0;0;0;0;0;0
CLASSES;0;0;0;0;0;0;0;0;0;0;0;0
MEDICO;0;0;0;0;0;0;0;0;0;0;0;0
ESPECIALISTA;0;0;0;0;0;0;0;0;0;0;0;0
CLINICO;0;0;0;0;0;0;0;0;0;0;0;0
GERAL;0;0;0;0;0;0;0;0;0;0;0;0
EXTINGUINDO;0;0;0;0;0;0;0;0;0;0;0;0
CLASSE;0;0;0;0;0;0;0;0;0;0;0;0
FARMACEUTICO;0;0;0;0;0;0;0;0;0;0;0;0
PASSAM;0;0;0;0;0;0;0;0;0;0;0;0
INTEGRAR;0;0;0;0;0;0;0;0;0;0;0;0
LETRA;0;0;0;0;0;0;0;0;0;0;0;0
ITEM;0;0;0;0;0;0;0;0;0;0;0;0
IDENTIFICACAO;0;0;0;0;0;0;0;0;0;0;0;0
QUADRO;0;0;0;0;0;0;0;0;0;0;0;0
DESCRITIVO;0;0;0;0;0;0;0;0;0;0;0;0
ARTI;0;0;0;0;0;0;0;0;0;0;0;0
OUTUBRO;0;0;0;0;0;0;0;0;0;0;0;0
COMISSAO;0;0;0;0;0;0;0;0;0;0;0;0
GRATIFICADAS;0;0;0;0;0;0;0;0;0;0;0;0
SEREM;0;0;0;0;0;0;0;0;0;0;0;0
LOTADOS;0;0;0;0;0;0;0;0;0;0;0;0
SECRETARIA;0;0;0;0;0;0;0;0;0;0;0;0
EDUCACAO;0;0;0;0;0;0;0;0;0;0;0;0
SMED;0;0;0;0;0;0;0;0;0;0;0;0
GESTAO;0;0;0;0;0;0;0;0;0;0;0;0
SMGES;0;0;0;0;0;0;0;0;0;0;0;0
ALTERANDO;0;0;0;0;0;0;0;0;0;0;0;0
PLANO;0;0;0;0;0;0;0;0;0;0;0;0
CARREIRA;0;0;0;0;0;0;0;0;0;0;0;0
FUNCIONARIOS;0;0;0;0;0;0;0;0;0;0;0;0
CONCEDE;0;0;0;0;0;0;0;0;0;0;0;0
JORNALISTA;0;0;0;0;0;0;0;0;0;0;0;0
MILTON;0;0;0;0;0;0;0;0;0;0;0;0
BATISTA;0;0;0;0;0;0;0;0;0;0;0;0
CARDOSO;0;0;0;0;0;0;0;0;0;0;0;0
CIDADAO;0;0;0;0;0;0;0;0;0;0;0;0
DESAFETACAO;0;0;0;0;0;0;0;0;0;0;0;0
ANTIGO;0;0;0;0;0;0;0;0;0;0;0;0
LEITO;0;0;0;0;0;0;0;0;0;0;0;0
VIARIO;0;0;0;0;0;0;0;0;0;0;0;0
RUA;0;0;0;0;0;0;0;0;0;0;0;0
BEM;0;0;0;0;0;0;0;0;0;0;0;0
AREAS;0;0;0;0;0;0;0;0;0;0;0;0
ORIGINALMENTE;0;0;0;0;0;0;0;0;0;0;0;0
DESTINADAS;0;0;0;0;0;0;0;0;0;0;0;0
PRACA;0;0;0;0;0;0;0;0;0;0;0;0
ESCOLA;0;0;0;0;0;0;0;0;0;0;0;0
CONJUNTO;0;0;0;0;0;0;0;0;0;0;0;0
RESIDENCIAL;0;0;0;0;0;0;0;0;0;0;0;0
ALTO;0;0;0;0;0;0;0;0;0;0;0;0
PETROPOLIS;0;0;0;0;0;0;0;0;0;0;0;0
ONDE;0;0;0;0;0;0;0;0;0;0;0;0
ENCONTRA;0;0;0;0;0;0;0;0;0;0;0;0
VILA;0;0;0;0;0;0;0;0;0;0;0;0
NOVA;0;0;0;0;0;0;0;0;0;0;0;0
TIJUCA;0;0;0;0;0;0;0;0;0;0;0;0
PROJETADO;0;0;0;0;0;0;0;0;0;0;0;0
LUCAS;0;0;0;0;0;0;0;0;0;0;0;0
OLIVEIRA;0;0;0;0;0;0;0;0;0;0;0;0
INSERIDO;0;0;0;0;0;0;0;0;0;0;0;0
SOSSEGO;0;0;0;0;0;0;0;0;0;0;0;0
FINS;0;0;0;0;0;0;0;0;0;0;0;0
FUNDIARIA;0;0;0;0;0;0;0;0;0;0;0;0
SEUS;0;0;0;0;0;0;0;0;0;0;0;0
RENOMEIA;0;0;0;0;0;0;0;0;0;0;0;0
ESPECIFICACOES;0;0;0;0;0;0;0;0;0;0;0;0
EFETIVOS;0;0;0;0;0;0;0;0;0;0;0;0
REVOGA;0;0;0;0;0;0;0;0;0;0;0;0
INSERE;0;0;0;0;0;0;0;0;0;0;0;0
SECAO;0;0;0;0;0;0;0;0;0;0;0;0
VII;0;0;0;0;0;0;0;0;0;0;0;0
VIII;0;0;0;0;0;0;0;0;0;0;0;0
TUDO;0;0;0;0;0;0;0;0;0;0;0;0
CONSOLIDA;0;0;0;0;0;0;0;0;0;0;0;0
LEGISLACAO;0;0;0;0;0;0;0;0;0;0;0;0
COMERCIO;0;0;0;0;0;0;0;0;0;0;0;0
AMBULANTE;0;0;0;0;0;0;0;0;0;0;0;0
AMBULANTES;0;0;0;0;0;0;0;0;0;0;0;0
NAS;0;0;0;0;0;0;0;0;0;0;0;0
VIAS;0;0;0;0;0;0;0;0;0;0;0;0
NOS;0;0;0;0;0;0;0;0;0;0;0;0
LOGRADOUROS;0;0;0;0;0;0;0;0;0;0;0;0
PUBLICOS;0;0;0;0;0;0;0;0;0;0;0;0
PUBLICIDADE;0;0;0;0;0;0;0;0;0;0;0;0
EQUIPAMENTOS;0;0;0;0;0;0;0;0;0;0;0;0
DESSE;0;0;0;0;0;0;0;0;0;0;0;0
DESSA;0;0;0;0;0;0;0;0;0;0;0;0
VEICULOS;0;0;0;0;0;0;0;0;0;0;0;0
MODALIDADE;0;0;0;0;0;0;0;0;0;0;0;0
GASTRONOMIA;0;0;0;0;0;0;0;0;0;0;0;0
ITINERANTE;0;0;0;0;0;0;0;0;0;0;0;0
PROGRAMA;0;0;0;0;0;0;0;0;0;0;0;0
RECUPERACAO;0;0;0;0;0;0;0;0;0;0;0;0
FISCAL;0;0;0;0;0;0;0;0;0;0;0;0
REFISPOA;0;0;0;0;0;0;0;0;0;0;0;0
ABRIL;0;0;0;0;0;0;0;0;0;0;0;0
CONSTITUIR;0;0;0;0;0;0;0;0;0;0;0;0
PESSOA;0;0;0;0;0;0;0;0;0;0;0;0
JURIDICA;0;0;0;0;0;0;0;0;0;0;0;0
SOB;0;0;0;0;0;0;0;0;0;0;0;0
FORMA;0;0;0;0;0;0;0;0;0;0;0;0
SOCIEDADE;0;0;0;0;0;0;0;0;0;0;0;0
POR;0;0;0;0;0;0;0;0;0;0;0;0
ACOES;0;0;0;0;0;0;0;0;0;0;0;0
ECONOMIA;0;0;0;0;0;0;0;0;0;0;0;0
MISTA;0;0;0;0;0;0;0;0;0;0;0;0
DENOMINADA;0;0;0;0;0;0;0;0;0;0;0;0
ATIVOS;0;0;0;0;0;0;0;0;0;0;0;0
INVESTE;0;0;0;0;0;0;0;0;0;0;0;0
POA;0;0;0;0;0;0;0;0;0;0;0;0
VINCULADA;0;0;0;0;0;0;0;0;0;0;0;0
FAZENDA;0;0;0;0;0;0;0;0;0;0;0;0
DENOMINACAO;0;0;0;0;0;0;0;0;0;0;0;0
JARDIM;0;0;0;0;0;0;0;0;0;0;0;0
BOTANICO;0;0;0;0;0;0;0;0;0;0;0;0
PARQUE;0;0;0;0;0;0;0;0;0;0;0;0
SANT-HILAIRE;0;0;0;0;0;0;0;0;0;0;0;0
HORTO;0;0;0;0;0;0;0;0;0;0;0;0
FLORESTAL;0;0;0;0;0;0;0;0;0;0;0;0
SENHOR;0;0;0;0;0;0;0;0;0;0;0;0
NELCIR;0;0;0;0;0;0;0;0;0;0;0;0
REIMUNDO;0;0;0;0;0;0;0;0;0;0;0;0
TESSARO;0;0;0;0;0;0;0;0;0;0;0;0
OBRIGA;0;0;0;0;0;0;0;0;0;0;0;0
EMPRESAS;0;0;0;0;0;0;0;0;0;0;0;0
EFETUAREM;0;0;0;0;0;0;0;0;0;0;0;0
ENTREGA;0;0;0;0;0;0;0;0;0;0;0;0
DOMICILIAR;0;0;0;0;0;0;0;0;0;0;0;0
PRODUTOS;0;0;0;0;0;0;0;0;0;0;0;0
COMERCIALIZADOS;0;0;0;0;0;0;0;0;0;0;0;0
INCLUSIVE;0;0;0;0;0;0;0;0;0;0;0;0
MEIO;0;0;0;0;0;0;0;0;0;0;0;0
TERCEIROS;0;0;0;0;0;0;0;0;0;0;0;0
PRESTAREM;0;0;0;0;0;0;0;0;0;0;0;0
DOMICILIO;0;0;0;0;0;0;0;0;0;0;0;0
AGENDAR;0;0;0;0;0;0;0;0;0;0;0;0
CLIENTES;0;0;0;0;0;0;0;0;0;0;0;0
HORARIO;0;0;0;0;0;0;0;0;0;0;0;0
CORRESPONDENTE;0;0;0;0;0;0;0;0;0;0;0;0
INTERVALO;0;0;0;0;0;0;0;0;0;0;0;0
UMA;0;0;0;0;0;0;0;0;0;0;0;0
HORA;0;0;0;0;0;0;0;0;0;0;0;0
PRODUTO;0;0;0;0;0;0;0;0;0;0;0;0
INICIO;0;0;0;0;0;0;0;0;0;0;0;0
SERVICO;0;0;0;0;0;0;0;0;0;0;0;0
COMENDA;0;0;0;0;0;0;0;0;0;0;0;0
SOL;0;0;0;0;0;0;0;0;0;0;0;0
COOPERATIVA;0;0;0;0;0;0;0;0;0;0;0;0
CREDITO;0;0;0;0;0;0;0;0;0;0;0;0
MUTUO;0;0;0;0;0;0;0;0;0;0;0;0
MEDICOS;0;0;0;0;0;0;0;0;0;0;0;0
LTDA;0;0;0;0;0;0;0;0;0;0;0;0
UNICRED;0;0;0;0;0;0;0;0;0;0;0;0
EVENTO;0;0;0;0;0;0;0;0;0;0;0;0
JAZZ;0;0;0;0;0;0;0;0;0;0;0;0
FESTIVAL;0;0;0;0;0;0;0;0;0;0;0;0
MENSAL;0;0;0;0;0;0;0;0;0;0;0;0
SEGUNDO;0;0;0;0;0;0;0;0;0;0;0;0
FINAL;0;0;0;0;0;0;0;0;0;0;0;0
SEMANA;0;0;0;0;0;0;0;0;0;0;0;0
MES;0;0;0;0;0;0;0;0;0;0;0;0
DENOMINA;0;0;0;0;0;0;0;0;0;0;0;0
AVENIDA;0;0;0;0;0;0;0;0;0;0;0;0
DEPUTADO;0;0;0;0;0;0;0;0;0;0;0;0
ADAO;0;0;0;0;0;0;0;0;0;0;0;0
PRETTO;0;0;0;0;0;0;0;0;0;0;0;0
LOGRADOURO;0;0;0;0;0;0;0;0;0;0;0;0
PUBLICO;0;0;0;0;0;0;0;0;0;0;0;0
CADASTRADO;0;0;0;0;0;0;0;0;0;0;0;0
CONHECIDO;0;0;0;0;0;0;0;0;0;0;0;0
BECO;0;0;0;0;0;0;0;0;0;0;0;0
TAQUARA;0;0;0;0;0;0;0;0;0;0;0;0
LOCALIZADO;0;0;0;0;0;0;0;0;0;0;0;0
BAIRRO;0;0;0;0;0;0;0;0;0;0;0;0
LOMBA;0;0;0;0;0;0;0;0;0;0;0;0
PINHEIRO;0;0;0;0;0;0;0;0;0;0;0;0
DIRETRIZES;0;0;0;0;0;0;0;0;0;0;0;0
ORCAMENTARIAS;0;0;0;0;0;0;0;0;0;0;0;0
MARCO;0;0;0;0;0;0;0;0;0;0;0;0
PROIBE;0;0;0;0;0;0;0;0;0;0;0;0
LUTAS;0;0;0;0;0;0;0;0;0;0;0;0
VALE-TUDO;0;0;0;0;0;0;0;0;0;0;0;0
TODAS;0;0;0;0;0;0;0;0;0;0;0;0
SUAS;0;0;0;0;0;0;0;0;0;0;0;0
MODALIDADES;0;0;0;0;0;0;0;0;0;0;0;0
ESTABELECENDO;0;0;0;0;0;0;0;0;0;0;0;0
EXCECOES;0;0;0;0;0;0;0;0;0;0;0;0
ESSA;0;0;0;0;0;0;0;0;0;0;0;0
PROIBICAO;0;0;0;0;0;0;0;0;0;0;0;0
DIPLOMA;0;0;0;0;0;0;0;0;0;0;0;0
HONRA;0;0;0;0;0;0;0;0;0;0;0;0
MERITO;0;0;0;0;0;0;0;0;0;0;0;0
SENHORA;0;0;0;0;0;0;0;0;0;0;0;0
NADIA;0;0;0;0;0;0;0;0;0;0;0;0
RODRIGUES;0;0;0;0;0;0;0;0;0;0;0;0
SILVEIRA;0;0;0;0;0;0;0;0;0;0;0;0
GERHARD;0;0;0;0;0;0;0;0;0;0;0;0
PREFEITO;0;0;0;0;0;0;0;0;0;0;0;0
JOSE;0;0;0;0;0;0;0;0;0;0;0;0
FORTUNATI;0;0;0;0;0;0;0;0;0;0;0;0
AUSENTAR-SE;0;0;0;0;0;0;0;0;0;0;0;0
PAIS;0;0;0;0;0;0;0;0;0;0;0;0
AGOSTO;0;0;0;0;0;0;0;0;0;0;0;0
VIAJAR;0;0;0;0;0;0;0;0;0;0;0;0
BUENOS;0;0;0;0;0;0;0;0;0;0;0;0
AIRES;0;0;0;0;0;0;0;0;0;0;0;0
ARGENTINA;0;0;0;0;0;0;0;0;0;0;0;0
VICE-PREFEITO;0;0;0;0;0;0;0;0;0;0;0;0
SEBASTIAO;0;0;0;0;0;0;0;0;0;0;0;0
MELO;0;0;0;0;0;0;0;0;0;0;0;0
CIDADE;0;0;0;0;0;0;0;0;0;0;0;0
PANAMA;0;0;0;0;0;0;0;0;0;0;0;0
MEXICO;0;0;0;0;0;0;0;0;0;0;0;0
LINDOIA;0;0;0;0;0;0;0;0;0;0;0;0
TENIS;0;0;0;0;0;0;0;0;0;0;0;0
CLUBE;0;0;0;0;0;0;0;0;0;0;0;0
DOUTOR;0;0;0;0;0;0;0;0;0;0;0;0
OSMAR;0;0;0;0;0;0;0;0;0;0;0;0
PILLA;0;0;0;0;0;0;0;0;0;0;0;0
CINCO;0;0;0;0;0;0;0;0;0;0;0;0
MIL;0;0;0;0;0;0;0;0;0;0;0;0
QUINZE;0;0;0;0;0;0;0;0;0;0;0;0
HIPICA;0;0;0;0;0;0;0;0;0;0;0;0
TULIO;0;0;0;0;0;0;0;0;0;0;0;0
KALIL;0;0;0;0;0;0;0;0;0;0;0;0
FERREYRO;0;0;0;0;0;0;0;0;0;0;0;0
DEZ;0;0;0;0;0;0;0;0;0;0;0;0
MONSENHOR;0;0;0;0;0;0;0;0;0;0;0;0
AUGUSTO;0;0;0;0;0;0;0;0;0;0;0;0
DALVIT;0;0;0;0;0;0;0;0;0;0;0;0
DOZE;0;0;0;0;0;0;0;0;0;0;0;0
REGULAMENTA;0;0;0;0;0;0;0;0;0;0;0;0
LEIS;0;0;0;0;0;0;0;0;0;0;0;0
PERMITE;0;0;0;0;0;0;0;0;0;0;0;0
LIBERACAO;0;0;0;0;0;0;0;0;0;0;0;0
CATRACA;0;0;0;0;0;0;0;0;0;0;0;0
UTILIZACAO;0;0;0;0;0;0;0;0;0;0;0;0
TRANSPORTE;0;0;0;0;0;0;0;0;0;0;0;0
COLETIVO;0;0;0;0;0;0;0;0;0;0;0;0
ONIBUS;0;0;0;0;0;0;0;0;0;0;0;0
CRIANCAS;0;0;0;0;0;0;0;0;0;0;0;0
ATE;0;0;0;0;0;0;0;0;0;0;0;0
SEIS;0;0;0;0;0;0;0;0;0;0;0;0
ANOS;0;0;0;0;0;0;0;0;0;0;0;0
SEM;0;0;0;0;0;0;0;0;0;0;0;0
PASSAGEM;0;0;0;0;0;0;0;0;0;0;0;0
DEBAIXO;0;0;0;0;0;0;0;0;0;0;0;0
DISPOSITIVO;0;0;0;0;0;0;0;0;0;0;0;0
DECLARA;0;0;0;0;0;0;0;0;0;0;0;0
UTILIDADE;0;0;0;0;0;0;0;0;0;0;0;0
PUBLICA;0;0;0;0;0;0;0;0;0;0;0;0
ASSOCIACAO;0;0;0;0;0;0;0;0;0;0;0;0
REGIONAL;0;0;0;0;0;0;0;0;0;0;0;0
ESCLEROSE;0;0;0;0;0;0;0;0;0;0;0;0
LATERAL;0;0;0;0;0;0;0;0;0;0;0;0
AMIOTROFICA;0;0;0;0;0;0;0;0;0;0;0;0
RGS;0;0;0;0;0;0;0;0;0;0;0;0
ARELA-RS;0;0;0;0;0;0;0;0;0;0;0;0
SETENARIO;0;0;0;0;0;0;0;0;0;0;0;0
FESTA;0;0;0;0;0;0;0;0;0;0;0;0
NOSSA;0;0;0;0;0;0;0;0;0;0;0;0
DORES;0;0;0;0;0;0;0;0;0;0;0;0
INCLUA;0;0;0;0;0;0;0;0;0;0;0;0
ARTIGO;0;0;0;0;0;0;0;0;0;0;0;0
ATUALIZACAO;0;0;0;0;0;0;0;0;0;0;0;0
ALVARAS;0;0;0;0;0;0;0;0;0;0;0;0
FUNCIONAMENTO;0;0;0;0;0;0;0;0;0;0;0;0
RECREATIVA;0;0;0;0;0;0;0;0;0;0;0;0
BENEFICENTE;0;0;0;0;0;0;0;0;0;0;0;0
TRIBO;0;0;0;0;0;0;0;0;0;0;0;0
CARNAVALESCA;0;0;0;0;0;0;0;0;0;0;0;0
COMANCHES;0;0;0;0;0;0;0;0;0;0;0;0
IGREJA;0;0;0;0;0;0;0;0;0;0;0;0
VIDA;0;0;0;0;0;0;0;0;0;0;0;0
ESCRITOR;0;0;0;0;0;0;0;0;0;0;0;0
RENATO;0;0;0;0;0;0;0;0;0;0;0;0
NUNES;0;0;0;0;0;0;0;0;0;0;0;0
DORNELES;0;0;0;0;0;0;0;0;0;0;0;0
ANISIO;0;0;0;0;0;0;0;0;0;0;0;0
GOMES;0;0;0;0;0;0;0;0;0;0;0;0
SOUZA;0;0;0;0;0;0;0;0;0;0;0;0
MAIA;0;0;0;0;0;0;0;0;0;0;0;0
REGISTRADO;0;0;0;0;0;0;0;0;0;0;0;0
LOTEAMENTO;0;0;0;0;0;0;0;0;0;0;0;0
VERDES;0;0;0;0;0;0;0;0;0;0;0;0
CAMPOS;0;0;0;0;0;0;0;0;0;0;0;0
MARIO;0;0;0;0;0;0;0;0;0;0;0;0
QUINTANA;0;0;0;0;0;0;0;0;0;0;0;0
TECNICO;0;0;0;0;0;0;0;0;0;0;0;0
ENFERMAGEM;0;0;0;0;0;0;0;0;0;0;0;0
EXTINGUE;0;0;0;0;0;0;0;0;0;0;0;0
AUXILIAR;0;0;0;0;0;0;0;0;0;0;0;0
MAJOR;0;0;0;0;0;0;0;0;0;0;0;0
LEANDRO;0;0;0;0;0;0;0;0;0;0;0;0
LUZ;0;0;0;0;0;0;0;0;0;0;0;0
ROMA;0;0;0;0;0;0;0;0;0;0;0;0
ITALIA;0;0;0;0;0;0;0;0;0;0;0;0
INGRESSO;0;0;0;0;0;0;0;0;0;0;0;0
CONSORCIO;0;0;0;0;0;0;0;0;0;0;0;0
